Campaign_Performance_ID,Date_ID,Campaign_ID,Channel_ID,Geography_ID,Impressions,Clicks,Leads,Conversions,Spend,Revenue
11839,20250116,7,5,23,173906,3674,548,117,24176.05,208487.58
11840,20250304,15,2,27,172702,6211,870,231,27987.74,1013085.89
11841,20250905,5,3,25,177285,2158,295,61,68184.54,285290.34
11842,20251028,4,6,18,153446,7249,1478,202,38705.77,663778.86
11843,20251217,13,4,7,158194,5203,1127,146,55400.09,671791.7
11844,20250705,17,3,29,241840,14965,1943,212,64150.53,973170.57
11845,20250929,4,6,26,174103,8773,2378,284,28156.69,625165.96
11846,20250816,13,1,28,53954,3852,802,92,19527.13,422179.69
11847,20250512,18,3,3,58066,2331,544,61,11531.35,200857.09
11848,20251012,20,3,7,237982,5192,745,177,76149.91,203238.43
11849,20250911,12,5,18,69474,1326,146,13,15579.51,45852.77
11850,20250803,10,1,23,177266,3871,815,91,19665.53,87084.79
11851,20251106,16,3,7,125109,8139,2260,237,26429.85,898187.44
11852,20250302,5,3,28,177355,10571,1539,381,41661.5,589899.79
11853,20250708,10,3,15,137821,3993,1089,234,18107.11,1133644.41
11854,20250420,5,4,3,202275,15934,1407,131,68543.45,627363.23
11855,20250710,5,1,17,82440,1487,153,15,7262.35,72091.36
11856,20250228,4,5,23,237265,17022,3344,652,27947.37,617997.55
11857,20251124,7,5,15,217414,3025,428,56,65545.43,275249.71
11858,20251006,13,3,6,14398,258,33,4,4922.97,6590.5
11859,20250817,10,2,5,13986,475,93,13,2225.59,11997.65
11860,20250311,10,3,21,166178,4185,642,99,28560.04,204246.3
11861,20250425,16,4,23,144459,10427,790,103,46424.91,192092.63
11862,20250914,8,1,4,50555,3654,850,137,6513.71,243832.39
11863,20251004,3,4,18,96821,2042,353,93,13425.12,218511.36
11864,20250801,20,5,4,182762,14224,3166,808,21758.08,3409329.38
11865,20250720,18,4,13,153541,11021,1013,72,26456.67,307616.38
11866,20250621,18,6,25,133489,6196,497,145,41450.18,164438.91
11867,20250511,6,2,4,139751,9619,2056,334,21243.4,687402.63
11868,20250727,17,4,25,92932,4999,1331,295,11722.79,1387775.72
11869,20250907,7,1,18,65894,1432,160,25,17644.79,73406.92
11870,20250202,18,3,9,101856,1335,208,55,15552.06,202169.57
11871,20250331,2,6,26,97172,6549,1093,158,18740.99,267090.71
11872,20250930,18,6,8,99593,3701,792,209,15286.16,437063.14
11873,20250503,8,1,14,118860,7781,2214,251,43602.32,1037396.83
11874,20250705,8,5,21,228782,11165,2139,149,88299.84,121304.83
11875,20251208,10,1,20,199269,11141,3238,410,35049.39,337707.55
11876,20251109,6,6,14,184159,4319,769,127,20141.14,584755.75
11877,20251022,11,3,24,249124,15968,1247,298,58987.97,1272678.16
11878,20251212,9,3,23,129732,8553,1304,163,30259.36,463580.15
11879,20251208,11,3,22,226323,16592,3105,662,68978.68,3203343.65
11880,20250827,18,5,22,144696,4311,978,167,40687.52,159558.24
11881,20250919,12,1,26,142496,9894,1459,369,16609.34,834938.53
11882,20250812,17,3,12,116278,2321,285,20,13589.36,87433.98
11883,20251017,18,3,19,92712,4143,878,129,15536.4,531849.13
11884,20250319,15,5,18,32863,862,152,36,2769.36,178537.32
11885,20251123,10,1,24,82263,4882,429,118,16502.55,424305.25
11886,20250526,5,4,7,228843,10998,2042,500,62618.72,2355353.64
11887,20251027,2,3,12,7062,370,24,2,2473.22,9900.2
11888,20250809,14,3,3,100926,6725,1583,87,18113.89,386171.03
11889,20251223,11,5,26,176523,12297,1632,258,45010.51,1238641.54
11890,20251103,8,3,18,90601,5212,1326,76,18159.24,323708.66
11891,20251231,3,4,11,165420,8374,1497,243,38225.37,973294.86
11892,20250824,18,3,6,47975,1200,133,7,14615.11,19517.98
11893,20250420,20,1,6,28200,458,35,6,4216.35,28459.8
11894,20250211,5,6,11,179282,11687,2603,299,47454.75,1208967.53
11895,20250613,14,2,8,133201,8450,2106,452,40833.51,1913491.66
11896,20250821,17,6,28,94132,3806,217,57,29188.32,155445.82
11897,20250124,17,4,10,113038,3405,629,79,16952.84,109490.19
11898,20250807,14,4,3,192790,7562,475,26,46507.51,24878.2
11899,20251019,16,3,12,200831,7149,1049,92,68384.18,361773.21
11900,20250831,4,3,18,233903,15855,3672,242,21475.38,371456.96
11901,20250216,19,6,3,41340,2992,472,102,8716.13,485067.54
11902,20250101,19,3,6,131033,9948,2818,667,33778.38,2625304.53
11903,20250705,15,1,2,225190,3504,434,108,69046.57,444614.35
11904,20250320,18,3,1,226031,5530,1082,240,75003.11,553560.45
11905,20250925,3,3,27,74169,5474,1578,340,23115.98,1684012.98
11906,20250302,20,6,11,171077,2518,309,58,35422.8,213094.86
11907,20250902,15,3,22,162063,6053,758,172,39942.59,748789.94
11908,20250911,2,6,5,71224,3803,505,91,20882.35,439486.48
11909,20250524,4,5,28,64658,4882,1164,338,23298.57,1076796.26
11910,20250922,20,4,21,71695,3101,609,108,9223.06,150532.81
11911,20250515,4,6,27,198073,14716,3506,432,23158.3,981440.85
11912,20250518,4,1,5,17630,548,44,2,3762.98,9146.49
11913,20251203,16,5,2,222183,5368,790,72,36497.11,278917.8
11914,20251031,4,3,13,129212,5067,1416,322,23219.86,755781.71
11915,20250331,4,5,25,104553,2154,594,115,25102.04,392380.76
11916,20251022,1,4,12,231233,3769,225,20,35955.38,71920.45
11917,20250603,8,3,9,188565,8202,1106,78,16405.15,113185.02
11918,20251021,11,2,13,65467,3258,200,39,12277.12,78204.63
11919,20251228,5,2,22,127292,9153,783,102,21657.02,309269.08
11920,20250404,3,5,2,96711,1751,397,97,37964.69,334651.42
11921,20250201,12,1,5,204967,9743,1520,346,69432.42,1407665.9
11922,20251130,9,1,25,203442,5373,1193,341,69620.34,1359619.98
11923,20250701,15,5,9,163009,3302,403,104,47375.61,138353.3
11924,20250905,9,2,19,156522,5451,444,95,41391.08,187296.21
11925,20250110,10,1,28,215106,9448,1886,265,59726.68,623473.6
11926,20250721,13,5,24,52529,663,83,10,19992.85,24518.82
11927,20251027,14,1,17,63801,3619,1082,136,16011.13,369804.35
11928,20250920,6,5,14,87723,6243,424,59,29000.71,248852.15
11929,20250305,14,5,15,78425,2087,302,31,28711.2,84631.26
11930,20250112,16,6,29,125685,4511,1106,109,43888.84,182330.03
11931,20251015,14,3,2,66644,5203,1237,301,26007.56,461890.84
11932,20250116,6,5,6,207127,9790,2263,439,18432.73,1474511.54
11933,20250213,4,2,28,95387,2457,705,177,15049.75,652117.12
11934,20250429,19,5,28,238677,17399,2760,555,63105.5,1186266.21
11935,20251216,14,6,8,188505,5196,342,41,71558.33,125079.14
11936,20250210,7,1,5,88200,4090,217,56,24596.9,101453.57
11937,20250830,5,6,19,19364,1051,148,30,7619.73,111895.7
11938,20251208,2,2,3,221392,8983,860,139,29348.03,330321.67
11939,20250131,5,1,28,5888,142,26,7,1102.29,19770.15
11940,20250805,12,1,29,92688,4715,1139,315,8976.64,263910.31
11941,20250208,1,2,28,120222,6621,1148,125,26456.02,499840.87
11942,20251109,6,3,24,60806,1212,88,20,24174.48,73509.18
11943,20250829,6,6,18,118277,6522,608,50,45625.44,47649.32
11944,20251206,10,4,22,52663,2759,212,50,4886.73,205911.79
11945,20250609,16,1,24,78096,5099,924,150,20172.1,340012.02
11946,20250115,15,2,15,211873,14720,2824,254,29153.99,459890.07
11947,20250328,20,3,16,91909,6769,1491,343,36622.92,1710494.83
11948,20250418,8,2,21,72481,5407,1354,255,24351.57,1149676.42
11949,20251110,16,6,10,243600,5673,351,87,43458.37,349723.55
11950,20250104,4,2,12,120474,1472,128,22,20802.64,38159.67
11951,20251124,11,6,17,6903,380,37,2,2007.85,5131.34
11952,20250507,11,2,2,25166,468,89,21,2633.24,68774.29
11953,20250530,14,3,26,140923,10041,2724,318,41962.7,689482.79
11954,20250227,19,5,2,76845,2110,120,10,28981.44,14531.61
11955,20251219,14,1,18,78415,1308,323,32,24603.47,127112.07
11956,20250413,9,6,26,206718,6796,398,117,78777.96,333704.84
11957,20250428,12,5,16,155599,9903,2785,321,30946.99,436843.02
11958,20250114,18,1,19,163218,12330,994,205,54847.34,767191.55
11959,20250721,7,2,20,87435,6873,1664,106,16194.63,120684.79
11960,20250517,20,1,14,70235,3309,226,19,12755.06,66479.24
11961,20250312,7,3,3,126249,9550,2246,232,19868.51,189641.44
11962,20251030,8,1,3,122426,7073,1678,391,42248.36,1921275.17
11963,20250625,5,6,25,34248,831,73,19,4067.01,61649.66
11964,20250428,12,6,7,177404,6872,722,175,30265.25,179128.29
11965,20250526,18,3,22,173799,9180,1019,123,61655.12,514973.36
11966,20250604,1,3,24,162271,2165,563,105,58261.8,520227.36
11967,20251010,12,2,25,129211,5580,1116,60,44838.06,108774.79
11968,20250531,20,4,5,18007,1074,160,23,6257.48,67163.75
11969,20250815,15,4,15,245685,11380,2603,506,48072.96,2245117.06
11970,20250521,16,1,15,43891,3071,216,22,14036.94,46171.02
11971,20250725,20,1,11,228660,7408,1216,229,60335.56,566651.04
11972,20250608,7,2,14,6543,304,54,15,1572.32,14384.51
11973,20250925,7,4,13,141168,10636,2293,195,45121.2,466741.6
11974,20250626,16,6,12,181312,10780,3037,628,35733.33,630057.02
11975,20250531,12,5,24,19726,906,182,48,3400.68,58072.32
11976,20251215,6,1,13,176443,10577,742,86,44393.91,409622.22
11977,20251028,7,4,17,78356,1231,131,35,7108.3,90746.32
11978,20250423,8,6,17,206373,7356,676,197,69076.35,629617.33
11979,20251214,3,5,7,130404,4070,892,87,38248.05,382540.24
11980,20250725,9,5,4,11050,293,37,10,3885.47,14924.8
11981,20251208,15,3,10,141767,9337,2739,343,39008.74,735051.02
11982,20251203,20,5,23,240977,3120,681,87,26442.01,217420.97
11983,20250417,20,3,30,233037,10111,1686,330,70992.56,296860.07
11984,20251125,2,1,11,248165,8526,1785,301,39832.98,457827.37
11985,20250413,9,6,24,214901,4201,1070,234,43887.78,872131.25
11986,20250813,6,6,15,89611,5288,296,51,8938.23,177297.83
11987,20250225,17,3,24,76986,4660,769,89,22822.31,391303.87
11988,20251031,1,2,6,150170,11625,711,157,30430.73,715020.81
11989,20250930,5,1,16,178919,8928,1667,398,64477.24,1687763.07
11990,20251023,5,2,22,97884,6874,583,91,38897.72,290776.17
11991,20250628,11,3,4,90090,7203,1983,246,25059.71,414423.58
11992,20250329,16,1,20,10496,255,28,5,3221.78,23160.13
11993,20250919,5,4,23,86333,4665,481,80,19682.83,232540.7
11994,20251024,3,2,21,78111,3088,200,14,18215.7,12934.76
11995,20250222,11,1,29,77006,1899,568,41,22437.29,123925.14
11996,20250319,9,4,9,153516,7034,1394,301,46458.16,1168543.31
11997,20251127,14,6,26,65734,2751,424,108,19343.52,396338.99
11998,20250610,18,2,27,207672,8791,1443,136,31101.17,335306.66
11999,20250130,11,3,13,25644,773,116,21,3316.56,39492.51
12000,20250731,20,6,25,192896,5430,347,39,75369.77,77355.0
12001,20251009,10,4,5,48508,2601,287,19,11719.4,83029.96
12002,20250507,6,6,26,45288,3515,447,74,16643.89,254504.94
12003,20250804,12,4,29,124716,9588,2847,619,11798.45,2219331.59
12004,20250827,12,2,6,106109,7445,1093,193,9772.2,341696.55
12005,20250626,11,4,2,214476,8554,1150,338,77829.82,1365129.28
12006,20250201,5,3,24,38265,486,77,14,4337.83,34985.79
12007,20250110,7,4,4,97155,6526,650,47,18493.7,109090.98
12008,20250418,10,6,9,71439,986,181,21,22212.56,48566.29
12009,20250227,2,5,26,132040,8303,1530,458,24835.61,1967250.82
12010,20251211,1,5,12,123028,3949,1182,198,33811.24,219607.45
12011,20250924,11,5,18,21245,766,212,21,6026.39,28880.55
12012,20250326,14,3,16,214091,15816,2795,402,55211.32,1069684.81
12013,20251012,4,2,12,155356,10419,1197,287,39000.43,538825.37
12014,20251202,1,4,18,225826,6777,1139,85,60382.39,356605.08
12015,20250719,7,1,7,23544,858,75,13,8742.65,39894.89
12016,20250416,15,3,9,80713,3879,1072,199,29511.93,787365.25
12017,20250202,20,2,10,95845,3269,483,88,37089.65,217457.15
12018,20250604,14,3,17,173033,4426,228,14,61959.25,44827.22
12019,20250128,20,6,9,146781,1752,311,54,37576.23,114861.39
12020,20250722,3,5,28,203517,4577,511,133,81190.59,205725.69
12021,20250201,18,3,16,66820,1055,278,70,21263.35,269440.4
12022,20250609,14,1,13,108084,3623,297,39,38975.9,45471.5
12023,20250310,7,1,15,58686,915,68,11,15022.39,16823.14
12024,20250917,3,1,1,48664,2575,350,31,16696.47,138478.19
12025,20251224,18,5,28,151534,10776,2625,310,58362.08,1178168.36
12026,20251021,2,2,29,143313,3993,602,141,25000.9,252283.31
12027,20250215,12,1,3,15685,744,107,19,5454.27,27410.86
12028,20250606,11,2,11,9337,345,19,1,1239.2,1007.35
12029,20250724,17,6,11,23599,714,128,24,7077.82,31779.48
12030,20251106,18,4,1,93675,4880,995,203,25063.74,933535.8
12031,20250501,2,4,13,11093,552,145,32,2634.44,116585.86
12032,20250612,9,1,9,179883,2563,233,32,49677.22,56713.17
12033,20250326,8,4,12,169077,9571,1723,223,25131.54,540842.3
12034,20251223,19,2,25,146534,7136,700,79,43480.87,163458.12
12035,20251010,17,2,12,11824,426,42,6,1063.76,5311.32
12036,20250126,11,4,28,66034,1213,247,62,25720.43,231883.68
12037,20250808,11,3,30,134436,3657,979,53,46912.96,112525.09
12038,20250712,5,4,2,58104,2820,569,63,21326.74,66963.76
12039,20250815,13,4,28,170127,2628,156,41,57834.3,49329.1
12040,20250713,10,1,10,164476,2313,354,39,63284.82,189237.09
12041,20251116,14,5,4,71953,4137,911,165,6935.95,373776.92
12042,20250627,19,4,9,26868,1940,521,78,9512.25,238948.11
12043,20251109,18,3,28,19820,616,55,11,3572.3,45576.71
12044,20251222,3,4,25,40765,1898,480,141,8513.0,560800.67
12045,20251027,13,5,20,180837,3065,748,172,45328.35,229358.38
12046,20251016,20,2,27,119652,5211,267,46,13885.17,136347.57
12047,20250905,17,3,29,240577,10655,1312,105,50655.79,311026.48
12048,20250308,8,6,23,235305,18063,980,204,47849.94,838993.89
12049,20250707,3,1,6,22782,309,20,1,3577.13,2876.48
12050,20250723,2,2,15,234753,15574,3601,452,61103.06,2100228.83
12051,20250129,1,3,30,11949,141,15,2,2169.64,7469.55
12052,20250802,13,2,26,110278,5348,593,75,37627.05,262102.7
12053,20251201,3,2,27,187444,6971,870,167,38403.61,358271.95
12054,20250114,8,6,7,84000,4947,680,117,13785.46,354651.42
12055,20250103,7,2,26,89236,5714,882,79,15293.65,151445.18
12056,20251203,13,6,30,121322,3840,417,117,39048.81,551750.03
12057,20251228,7,2,2,59158,1416,340,26,8966.66,61980.63
12058,20250813,1,3,21,246540,8929,2141,135,66049.98,581427.96
12059,20250920,13,6,7,58813,2675,756,158,11280.13,292895.31
12060,20250920,11,4,9,192477,10757,738,138,59147.01,278874.85
12061,20250517,20,5,19,90014,2989,476,142,33545.1,698009.06
12062,20251124,9,2,10,116367,2986,482,131,32340.88,587412.82
12063,20250715,6,4,14,198611,11362,898,145,21391.57,383565.14
12064,20251216,19,5,21,154966,6550,1092,89,50437.55,167696.81
12065,20250203,18,3,10,61486,2196,380,75,10029.46,371101.57
12066,20251229,20,2,16,237136,18175,5224,1517,80274.44,4116437.06
12067,20250228,13,5,25,61599,1369,241,24,22942.04,67800.44
12068,20250426,20,1,16,204277,13254,820,65,40783.59,240133.55
12069,20250901,10,4,14,231628,11564,1609,360,42203.85,862620.84
12070,20250130,9,6,12,143119,5756,613,40,13949.61,66058.89
12071,20250521,18,1,20,19107,1151,98,23,2454.9,70349.43
12072,20250101,3,6,24,214740,8059,1995,126,58088.0,437583.98
12073,20251029,5,3,1,162508,5287,1018,193,13835.56,689075.06
12074,20250920,2,2,15,72872,3440,462,70,7342.38,308439.5
12075,20250828,6,6,12,88718,6025,752,211,16401.48,708680.11
12076,20250321,3,5,27,63314,2660,223,36,23785.8,52230.93
12077,20250723,15,2,10,136242,2288,403,30,38728.96,118239.37
12078,20250420,6,5,23,79215,6174,896,113,19804.56,500150.52
12079,20250101,20,5,16,151513,5863,1470,92,58479.23,246115.85
12080,20250110,12,5,8,84234,4202,686,42,9441.32,129110.71
12081,20250306,19,5,1,154764,10591,2993,369,58808.97,1305244.46
12082,20250225,2,2,6,208634,7044,1857,352,73144.51,701483.62
12083,20251216,13,5,25,198644,6730,1833,503,72103.8,934243.85
12084,20250408,18,3,23,16950,1043,302,40,4132.7,190678.04
12085,20251208,10,2,22,153693,11173,1744,126,21490.88,396685.5
12086,20250529,9,6,14,62146,2029,260,75,13661.34,81143.61
12087,20250522,4,5,24,143833,7867,533,100,38324.35,282624.37
12088,20250901,6,5,30,242113,10011,1435,294,66013.52,1416763.98
12089,20251028,8,3,12,177216,8650,2242,514,51191.94,1594900.07
12090,20250125,8,6,6,189040,6535,1686,462,39821.72,752192.38
12091,20250731,3,2,5,45321,3320,382,63,12956.21,164617.88
12092,20250201,2,4,5,25929,1068,285,27,6022.43,131630.25
12093,20250528,6,5,24,210977,9146,2740,695,33887.0,3445352.28
12094,20250119,7,6,25,172431,10130,1167,243,49517.62,787648.5
12095,20251026,11,6,19,52084,2952,244,43,12610.79,66871.78
12096,20250205,13,3,1,119319,1320,91,14,42974.36,62462.98
12097,20250303,8,1,27,115579,2574,657,64,34042.19,110284.92
12098,20250725,5,1,30,235593,16575,2051,449,21507.86,406345.35
12099,20251108,13,2,2,66827,5209,461,128,21317.22,232880.08
12100,20250512,15,1,30,111298,8837,2169,477,15584.32,1114708.59
12101,20251009,1,5,10,225116,7706,1534,353,75254.24,1257016.63
12102,20250722,7,3,15,136468,6830,1950,500,16412.85,2492078.17
12103,20250121,14,2,6,114212,5397,1457,204,16424.66,966818.3
12104,20250810,3,5,30,138131,8478,1644,288,18413.14,876673.1
12105,20250412,18,3,22,116817,7119,1279,258,13705.63,417046.72
12106,20251129,16,6,14,78736,4436,958,245,29320.83,790315.5
12107,20251009,4,6,20,139020,2396,581,100,53220.33,423049.04
12108,20250402,3,3,11,173548,3291,342,76,45890.76,73758.48
12109,20251215,15,5,27,198432,2529,249,59,77953.66,108010.26
12110,20250718,11,3,30,239911,16655,2087,534,19230.28,1763276.6
12111,20250718,7,1,17,168705,7684,805,44,17973.72,92436.79
12112,20250324,14,4,3,115787,4178,631,169,17237.66,259466.0
12113,20250115,20,3,27,217983,2692,557,63,50787.09,165499.76
12114,20251006,20,3,12,179763,5944,1415,384,61581.2,1459869.57
12115,20250928,8,6,30,139847,3561,317,94,26882.75,229110.8
12116,20250504,15,1,21,78514,5708,820,112,24023.89,411919.89
12117,20250918,14,6,29,93528,4072,239,12,28962.13,33041.67
12118,20250411,14,2,22,235906,10985,1936,407,64411.98,1887165.49
12119,20251015,12,2,5,86256,980,81,7,26324.35,7703.14
12120,20250902,17,6,10,11478,313,59,13,2205.26,37358.62
12121,20250903,15,5,8,111621,8275,515,138,9048.98,653453.55
12122,20250710,18,6,14,108645,1691,183,34,25384.93,81034.98
12123,20250129,20,2,14,200749,7296,1333,366,17270.9,697474.85
12124,20251125,12,5,25,32632,811,103,22,9336.03,103849.57
12125,20250416,16,2,19,223236,17088,918,135,46509.49,674743.45
12126,20251130,13,6,24,39943,2871,353,54,3240.23,242117.54
12127,20250424,9,4,24,177330,13017,674,123,68998.48,193165.4
12128,20250103,20,2,14,61964,2116,125,29,9063.52,73379.54
12129,20250116,18,6,8,207659,3346,750,97,78666.02,151900.9
12130,20250731,3,5,29,226862,16274,2042,450,51121.07,1290349.72
12131,20250813,19,2,18,150571,11935,3534,514,22678.24,1520843.07
12132,20250201,20,1,18,57471,3686,894,267,18828.92,1219670.59
12133,20251210,13,5,11,70645,1629,224,22,22396.07,37433.99
12134,20251124,2,6,10,16595,455,124,15,3849.07,63119.42
12135,20251116,15,5,3,149839,11065,2499,231,29516.99,1007300.19
12136,20250810,2,1,18,146949,2642,679,154,48991.77,642819.41
12137,20250317,14,4,5,5512,118,13,2,2107.48,4271.78
12138,20251007,15,5,2,210003,11785,692,112,66684.05,483915.15
12139,20251029,8,5,8,226232,8794,1127,204,50994.41,285224.64
12140,20250417,3,2,3,218537,17080,5040,1120,76478.89,1902571.8
12141,20251019,16,2,21,96921,5388,708,35,35363.11,69557.54
12142,20250911,20,6,10,153479,8851,1432,381,23870.39,1175321.18
12143,20250726,15,1,1,57319,1247,351,21,13771.35,29846.54
12144,20250416,7,6,2,186439,3705,523,28,67266.97,84694.73
12145,20251025,2,6,28,12602,654,168,47,2193.7,89065.78
12146,20251226,20,1,26,108121,5180,309,50,12986.87,210015.2
12147,20251129,12,4,1,161423,2936,305,61,41867.63,220943.73
12148,20250711,13,4,17,206161,10684,1862,267,34326.53,826177.85
12149,20250904,1,6,24,143657,10803,1492,366,51812.6,1458004.78
12150,20250711,6,5,7,221860,3620,707,148,46439.45,615319.0
12151,20250203,4,6,8,231036,11038,636,109,56556.29,289125.82
12152,20250218,17,1,18,159741,5305,755,164,32169.38,555309.56
12153,20250625,10,2,5,90284,1066,94,21,12102.06,65358.95
12154,20250424,8,6,21,65190,955,68,4,12139.58,3428.43
12155,20250517,13,6,29,147486,11586,2914,521,53824.2,431788.24
12156,20251225,7,3,14,241726,15440,1850,313,44153.38,1313409.5
12157,20250513,11,5,3,222219,5915,1704,190,85865.76,430526.66
12158,20251017,1,1,30,165801,12458,3362,294,40996.19,1385545.02
12159,20250127,12,2,5,132141,8049,773,45,11327.23,105192.51
12160,20250515,20,4,18,243775,18682,1528,413,39542.28,1624454.83
12161,20251018,20,2,13,202666,2098,587,34,31962.43,105894.72
12162,20251015,16,2,5,100234,6133,474,42,23429.31,89075.19
12163,20250729,15,3,29,188136,10801,1030,155,56613.57,715191.69
12164,20250626,11,1,9,233772,10533,1066,293,36996.78,727410.34
12165,20250405,10,4,18,219292,12639,1149,146,47791.38,222952.32
12166,20250128,2,4,5,123742,5956,902,269,12381.8,1257677.85
12167,20250819,1,6,30,162802,5901,1690,275,49243.62,224325.2
12168,20251226,4,1,19,111586,2091,568,153,18128.45,546935.56
12169,20250106,9,1,28,9911,397,44,2,3088.98,2421.07
12170,20250225,13,2,17,228081,11332,2453,166,46705.04,172039.39
12171,20250415,10,2,12,225037,3616,961,224,37820.62,1109638.78
12172,20250702,6,3,27,76476,2907,336,41,16764.37,113262.24
12173,20250130,20,4,29,158755,6315,1711,498,15801.27,1697542.98
12174,20250214,20,1,20,33451,839,169,46,2910.91,50214.8
12175,20250122,18,5,19,152428,9341,2659,154,30146.13,250890.03
12176,20250304,3,4,11,116571,6411,1218,124,14925.3,118962.83
12177,20250712,16,4,13,48481,533,145,15,13845.6,26085.04
12178,20250715,9,4,13,234547,12831,2307,527,27318.31,1140692.44
12179,20250722,20,6,4,166688,11100,3095,887,38101.84,918478.67
12180,20251209,9,5,25,38270,730,104,27,3106.04,46714.76
12181,20250215,1,4,9,51618,2938,644,34,20180.58,85367.09
12182,20250521,17,2,19,229979,15529,1785,387,87485.93,1565757.78
12183,20251218,10,5,1,43577,2594,352,34,16389.72,76156.71
12184,20251228,3,6,30,196413,9725,1549,341,43283.62,1095891.36
12185,20250222,17,2,27,205781,5310,913,206,48734.01,547848.79
12186,20250804,8,6,3,230045,7378,654,126,50203.27,144120.42
12187,20251113,14,6,4,44871,724,156,25,9584.23,66413.09
12188,20250320,16,2,21,144105,2050,428,28,19376.6,28074.98
12189,20250122,11,1,23,104068,7129,1191,139,19989.99,160877.63
12190,20250701,9,4,6,103040,7139,566,163,32600.48,548738.48
12191,20250212,12,3,21,85628,2250,424,93,32898.49,126496.06
12192,20250512,10,1,19,100688,6279,700,205,10829.52,894428.86
12193,20250924,4,3,10,49792,575,149,22,4210.34,68004.45
12194,20250606,15,5,6,145490,9229,2015,547,17101.37,1321291.1
12195,20250914,17,1,17,200556,14102,3445,485,63881.29,1877742.15
12196,20251225,5,6,24,59284,2589,720,36,7519.37,83843.08
12197,20251104,15,3,2,13694,294,34,3,1904.32,13614.62
12198,20250402,6,5,13,220843,11468,1234,253,62524.65,626339.2
12199,20250428,5,2,14,147630,9136,1260,318,53140.06,1465073.88
12200,20250806,10,1,7,119171,4140,725,72,23193.82,82558.47
12201,20250523,5,2,17,149954,5109,481,105,26183.14,115740.45
12202,20250912,3,2,23,176141,11322,1424,328,21225.82,1109311.9
12203,20251007,20,2,7,139589,4734,307,60,16049.52,259801.93
12204,20250817,9,5,20,243547,7169,724,71,82959.31,201045.28
12205,20250504,16,1,28,58425,831,64,7,13159.28,33525.6
12206,20250827,1,2,13,55011,2051,245,55,12038.85,191614.39
12207,20251012,20,6,4,100867,3779,253,17,21035.61,34416.99
12208,20250412,3,1,13,39095,774,219,45,12055.02,147699.62
12209,20250711,5,6,12,50544,3664,547,64,10025.03,275571.23
12210,20251218,7,3,15,212603,15666,2892,459,83237.24,1351227.94
12211,20250925,17,5,28,217699,11742,1534,238,24465.01,751751.23
12212,20251103,14,2,1,48845,2240,567,63,10987.83,309240.27
12213,20250605,17,3,9,122063,4909,1058,314,29126.09,701303.97
12214,20250919,10,1,6,67604,3527,323,81,26486.85,202658.77
12215,20250518,20,5,29,193660,10494,2549,473,29903.85,1497729.3
12216,20251107,9,5,22,20510,701,182,31,6608.89,75867.55
12217,20250606,7,2,11,124724,7464,1901,279,31640.14,808948.92
12218,20250525,6,6,21,17638,210,42,11,2588.55,34142.6
12219,20251217,10,3,28,135690,2617,604,58,30612.63,261769.02
12220,20251217,1,4,13,227103,10150,2392,480,57281.25,1288755.29
12221,20250703,3,6,2,215637,3456,767,102,66831.65,232392.42
12222,20250703,17,2,1,109425,3121,225,38,39321.64,144019.59
12223,20250328,1,3,1,26486,791,92,16,8478.1,20712.21
12224,20250405,14,4,25,168012,4813,1310,190,33389.19,196300.63
12225,20250517,20,3,11,184467,4288,644,105,72380.6,288623.22
12226,20250521,1,5,19,184063,8888,1617,117,19731.51,148798.44
12227,20250613,17,4,14,243340,17530,1963,292,53849.2,585377.32
12228,20250618,1,5,5,106775,3790,945,59,36331.23,139798.66
12229,20250609,14,3,25,129969,1594,190,29,48160.58,144154.65
12230,20250523,18,1,11,124277,7713,2158,526,13699.92,1310835.41
12231,20251012,11,4,16,153721,3852,288,25,36034.87,96943.48
12232,20250927,6,3,6,248867,9680,1269,140,95576.04,283011.65
12233,20251003,4,2,13,62753,2343,371,51,21057.92,71853.21
12234,20250823,16,3,27,137408,6558,1491,252,32264.55,445906.72
12235,20250816,14,2,25,241366,12657,973,233,25908.26,632109.77
12236,20250905,6,4,21,240552,17766,3278,890,25842.15,2219703.3
12237,20250429,1,5,16,242353,18654,1313,191,70042.96,865641.7
12238,20250127,9,3,8,22612,792,184,20,4032.78,34550.35
12239,20250510,1,6,20,63645,1120,273,24,20073.03,111368.34
12240,20250803,10,4,29,219453,9799,1617,118,40983.17,232590.15
12241,20250703,8,3,17,143904,6216,1023,296,42971.61,355732.22
12242,20250824,9,6,23,200432,8055,1468,262,27090.07,769214.93
12243,20251121,13,2,10,159929,4534,1043,154,51787.56,477939.56
12244,20250531,19,6,4,23034,782,161,13,3014.11,46441.54
12245,20251126,10,5,10,125155,8379,928,49,33818.16,164817.12
12246,20250118,15,4,19,102052,2899,631,95,35151.32,386464.72
12247,20251005,12,2,14,10547,319,21,1,4158.94,1855.4
12248,20250520,15,4,11,225563,16055,2179,280,56991.11,556453.06
12249,20250706,6,5,3,162733,11698,2848,582,21759.99,2406288.14
12250,20250312,3,1,4,61468,4747,838,145,16008.53,592152.25
12251,20250503,11,2,23,111683,3604,635,156,35837.68,450022.7
12252,20250303,4,2,5,56562,3158,389,77,14371.03,290633.49
12253,20250723,8,1,13,126915,8838,1513,441,27027.94,1712175.49
12254,20250811,9,3,16,86324,5015,618,112,8169.94,198993.64
